n,knob_MAT_SIZE,knob_UNROLL_FACTOR1,knob_UNROLL_FACTOR2,knob_UNROLL_FACTOR3,knob_SUBDIM_X,knob_SUBDIM_Y,knob_I_B,knob_DATA_BLOCK,obj1,obj2,FF
1909,1024,2,1,2,8,4,0,524288,8.283102,2452.52,54
1910,1024,2,1,2,8,4,0,262144,8.292779,2529.66,54
1911,1024,2,1,2,8,4,0,131072,8.474214,2746.45,64
1912,1024,2,1,2,8,4,0,65536,8.6242,3243.604,86
1913,1024,2,1,2,8,4,0,32768,8.837083,4136.3,118
1914,1024,2,1,2,8,8,0,1048576,7.684161,2413.152,57
1915,1024,2,1,2,8,8,0,524288,7.823541,2494.548,57
1916,1024,2,1,2,8,8,0,262144,7.821256,2570.624,57
1917,1024,2,1,2,8,8,0,131072,7.919507,2786.35,67
1918,1024,2,1,2,8,8,0,65536,8.145714,3283.77,89
1919,1024,2,1,2,8,8,0,32768,8.271384,4187.904,121
1920,1024,2,1,2,8,16,0,1048576,7.509484,2405.172,58
1921,1024,2,1,2,8,16,0,524288,7.615938,2469.012,58
1922,1024,2,1,2,8,16,0,262144,7.642552,2547.748,58
1923,1024,2,1,2,8,16,0,131072,7.7357,2781.828,68
1924,1024,2,1,2,8,16,0,65536,8.154864,3288.824,90
1925,1024,2,1,2,8,16,0,32768,8.372209,4158.378,122
1926,1024,2,1,2,16,2,0,1048576,7.232677,2432.57,64
1927,1024,2,1,2,16,2,0,524288,7.363867,2512.902,64
1928,1024,2,1,2,16,2,0,262144,7.37247,2588.978,64
1929,1024,2,1,2,16,2,0,131072,7.557427,2804.97,74
1930,1024,2,1,2,16,2,0,65536,7.92519,3315.158,96
1931,1024,2,1,2,16,2,0,32768,7.79615,4215.568,128
1932,1024,2,1,2,16,4,0,1048576,8.135425,2371.922,54
1933,1024,2,1,2,16,4,0,524288,8.28299,2451.988,54
1934,1024,2,1,2,16,4,0,262144,8.292667,2528.596,54
1935,1024,2,1,2,16,4,0,131072,8.474099,2745.386,64
1936,1024,2,1,2,16,4,0,65536,8.624083,3242.806,86
1937,1024,2,1,2,16,4,0,32768,8.972433,4133.64,118
1938,1024,2,1,2,16,8,0,1048576,7.684051,2412.088,57
1939,1024,2,1,2,16,8,0,524288,7.823429,2491.622,57
1940,1024,2,1,2,16,8,0,262144,7.821144,2566.368,57
1941,1024,2,1,2,16,8,0,131072,8.003934,2783.424,67
1942,1024,2,1,2,16,8,0,65536,8.145597,3281.376,89
1943,1024,2,1,2,16,8,0,32768,8.419782,4167.688,121
1944,1024,2,1,2,16,16,0,1048576,7.458364,2415.812,58
1945,1024,2,1,2,16,16,0,524288,7.593648,2495.612,58
1946,1024,2,1,2,16,16,0,262144,7.602519,2569.826,58
1947,1024,2,1,2,16,16,0,131072,7.686794,2787.946,68
1948,1024,2,1,2,16,16,0,65536,7.906354,3284.036,90
1949,1024,2,1,2,16,16,0,32768,8.270068,4177.796,122
1950,1024,2,1,4,1,4,0,1048576,5.7415,2424.59,62
1951,1024,2,1,4,1,4,0,524288,5.838294,2487.1,62
1952,1024,2,1,4,1,4,0,262144,5.841521,2562.378,62
1953,1024,2,1,4,1,4,0,131072,5.962514,2780.764,72
1954,1024,2,1,4,1,4,0,65536,6.072213,3294.676,94
1955,1024,2,1,4,1,4,0,32768,6.181913,4186.84,126
1956,1024,2,1,4,1,8,0,1048576,6.173748,2376.178,53
1957,1024,2,1,4,1,8,0,524288,6.280342,2438.954,53
1958,1024,2,1,4,1,8,0,262144,6.290827,2513.168,53
1959,1024,2,1,4,1,8,0,131072,6.404411,2739.002,63
1960,1024,2,1,4,1,8,0,65536,6.671771,3272.598,85
1961,1024,2,1,4,1,8,0,32768,6.656044,4137.364,117
1962,1024,2,1,4,1,16,0,1048576,5.650994,2418.206,56
1963,1024,2,1,4,1,16,0,524288,5.753495,2498.006,56
1964,1024,2,1,4,1,16,0,262144,5.751814,2575.146,56
1965,1024,2,1,4,1,16,0,131072,5.886242,2789.808,66
1966,1024,2,1,4,1,16,0,65536,6.183662,3321.01,88
1967,1024,2,1,4,1,16,0,32768,6.166859,4194.554,120
1968,1024,2,1,4,2,4,0,1048576,5.517977,2429.91,62
1969,1024,2,1,4,2,4,0,524288,5.619595,2492.42,62
1970,1024,2,1,4,2,4,0,262144,5.637337,2567.698,62
1971,1024,2,1,4,2,4,0,131072,5.784118,2789.276,72
1972,1024,2,1,4,2,4,0,65536,5.895413,3302.922,94
1973,1024,2,1,4,2,4,0,32768,5.995417,4191.894,126
1974,1024,2,1,4,2,8,0,1048576,6.010333,2383.626,53
1975,1024,2,1,4,2,8,0,524288,6.113417,2446.668,53
1976,1024,2,1,4,2,8,0,262144,6.116911,2520.084,53
1977,1024,2,1,4,2,8,0,131072,6.247951,2745.386,63
1978,1024,2,1,4,2,8,0,65536,6.363265,3255.84,85
1979,1024,2,1,4,2,8,0,32768,6.569434,4143.216,117
1980,1024,2,1,4,2,16,0,1048576,5.650112,2423.26,56
1981,1024,2,1,4,2,16,0,524288,5.752597,2503.06,56
1982,1024,2,1,4,2,16,0,262144,5.750917,2579.668,56
1983,1024,2,1,4,2,16,0,131072,5.885323,2795.128,66
1984,1024,2,1,4,2,16,0,65536,6.182698,3325,88
1985,1024,2,1,4,2,16,0,32768,6.165897,4191.096,120
1986,1024,2,1,4,4,4,0,1048576,5.427511,2450.126,62
1987,1024,2,1,4,4,4,0,524288,5.525958,2530.192,62
1988,1024,2,1,4,4,4,0,262144,5.524344,2604.938,62
1989,1024,2,1,4,4,4,0,131072,5.653455,2822.26,72
1990,1024,2,1,4,4,4,0,65536,5.814844,3317.818,94
1991,1024,2,1,4,4,4,0,32768,5.922975,4211.046,126
1992,1024,2,1,4,4,8,0,1048576,5.878885,2405.97,53
1993,1024,2,1,4,4,8,0,524288,5.985519,2485.77,53
1994,1024,2,1,4,4,8,0,262144,5.992512,2560.782,53
1995,1024,2,1,4,4,8,0,131072,6.05894,2781.828,63
1996,1024,2,1,4,4,8,0,65536,6.301927,3313.562,85
1997,1024,2,1,4,4,8,0,32768,6.415554,4190.032,117
1998,1024,2,1,4,4,16,0,1048576,5.691861,2430.176,56
1999,1024,2,1,4,4,16,0,524288,5.794401,2494.548,56
2000,1024,2,1,4,4,16,0,262144,5.79272,2574.082,56
2001,1024,2,1,4,4,16,0,131072,5.947372,2799.916,66
2002,1024,2,1,4,4,16,0,65536,6.226418,3342.822,88
2003,1024,2,1,4,4,16,0,32768,6.305425,4165.826,120
2004,1024,2,1,4,8,4,0,1048576,5.42729,2446.668,62
2005,1024,2,1,4,8,4,0,524288,5.525733,2526.734,62
2006,1024,2,1,4,8,4,0,262144,5.52412,2603.874,62
2007,1024,2,1,4,8,4,0,131072,5.653225,2822.26,72
2008,1024,2,1,4,8,4,0,65536,5.938872,3357.718,94
2009,1024,2,1,4,8,4,0,32768,5.922734,4209.982,126
2010,1024,2,1,4,8,8,0,1048576,5.878664,2405.438,53
2011,1024,2,1,4,8,8,0,524288,5.985295,2482.578,53
2012,1024,2,1,4,8,8,0,262144,5.992287,2559.718,53
2013,1024,2,1,4,8,8,0,131072,6.048224,2778.636,63
2014,1024,2,1,4,8,8,0,65536,6.30169,3313.296,85
2015,1024,2,1,4,8,8,0,32768,6.415313,4188.968,117
2016,1024,2,1,4,8,16,0,1048576,5.652977,2441.614,56
2017,1024,2,1,4,8,16,0,524288,5.755514,2521.68,56
2018,1024,2,1,4,8,16,0,262144,5.753833,2598.288,56
2019,1024,2,1,4,8,16,0,131072,5.826113,2813.482,66
2020,1024,2,1,4,8,16,0,65536,6.185833,3347.344,88
2021,1024,2,1,4,8,16,0,32768,6.169024,4208.918,120
2022,1024,2,1,4,16,4,0,1048576,5.42718,2446.136,62
2023,1024,2,1,4,16,4,0,524288,5.525621,2526.202,62
2024,1024,2,1,4,16,4,0,262144,5.524007,2602.81,62
2025,1024,2,1,4,16,4,0,131072,5.653111,2821.462,72
2026,1024,2,1,4,16,4,0,65536,5.81449,3315.956,94
2027,1024,2,1,4,16,4,0,32768,5.922614,4210.78,126
2028,1024,2,1,4,16,8,0,1048576,5.878554,2404.374,53
2029,1024,2,1,4,16,8,0,524288,5.985183,2482.046,53
2030,1024,2,1,4,16,8,0,262144,5.983435,2559.452,53
2031,1024,2,1,4,16,8,0,131072,6.048111,2777.04,63
2032,1024,2,1,4,16,8,0,65536,6.301572,3312.764,85
2033,1024,2,1,4,16,8,0,32768,6.415193,4188.436,117
2034,1024,2,1,4,16,16,0,1048576,5.652867,2439.22,56
2035,1024,2,1,4,16,16,0,524288,5.755402,2518.754,56
2036,1024,2,1,4,16,16,0,262144,5.753721,2595.362,56
2037,1024,2,1,4,16,16,0,131072,5.826,2808.96,66
2038,1024,2,1,4,16,16,0,65536,6.185712,3348.408,88
2039,1024,2,1,4,16,16,0,32768,6.168903,4207.588,120
2040,1024,2,1,8,1,8,0,1048576,4.821103,2446.402,60
2041,1024,2,1,8,1,8,0,524288,4.903136,2510.508,60
2042,1024,2,1,8,1,8,0,262144,4.904481,2587.382,60
2043,1024,2,1,8,1,8,0,131072,5.026858,2807.896,70
2044,1024,2,1,8,1,8,0,65536,5.170751,3334.842,92
2045,1024,2,1,8,1,8,0,32768,5.256818,4269.832,124
2046,1024,2,1,8,1,16,0,1048576,4.989681,2397.99,52
2047,1024,2,1,8,1,16,0,524288,5.080043,2461.298,52
2048,1024,2,1,8,1,16,0,262144,5.088515,2542.162,52
2049,1024,2,1,8,1,16,0,131072,5.198644,2763.74,62
2050,1024,2,1,8,1,16,0,65536,5.370896,3299.198,84
2051,1024,2,1,8,1,16,0,32768,5.466906,4198.544,116
2052,1024,2,1,8,2,8,0,1048576,4.618483,2448.53,60
2053,1024,2,1,8,2,8,0,524288,4.703189,2510.774,60
2054,1024,2,1,8,2,8,0,262144,4.708567,2590.84,60
2055,1024,2,1,8,2,8,0,131072,4.843021,2812.684,70
2056,1024,2,1,8,2,8,0,65536,4.994953,3333.512,92
2057,1024,2,1,8,2,8,0,32768,5.129407,4265.31,124
2058,1024,2,1,8,2,16,0,1048576,4.849002,2409.428,52
2059,1024,2,1,8,2,16,0,524288,4.936524,2471.406,52
2060,1024,2,1,8,2,16,0,262144,4.943582,2553.6,52
2061,1024,2,1,8,2,16,0,131072,5.063572,2783.69,62
2062,1024,2,1,8,2,16,0,65536,5.221676,3302.124,84
2063,1024,2,1,8,2,16,0,32768,5.400955,4227.538,116
2064,1024,2,1,8,4,8,0,1048576,4.524762,2458.638,60
2065,1024,2,1,8,4,8,0,524288,4.606835,2538.438,60
2066,1024,2,1,8,4,8,0,262144,4.612217,2617.706,60
2067,1024,2,1,8,4,8,0,131072,4.713126,2832.9,70
2068,1024,2,1,8,4,8,0,65536,4.901489,3372.082,92
2069,1024,2,1,8,4,8,0,32768,5.015853,4231.262,124
2070,1024,2,1,8,4,16,0,1048576,4.750449,2415.28,52
2071,1024,2,1,8,4,16,0,524288,4.836616,2495.08,52
2072,1024,2,1,8,4,16,0,262144,4.842266,2573.284,52
2073,1024,2,1,8,4,16,0,131072,4.963746,2791.67,62
2074,1024,2,1,8,4,16,0,65536,5.145967,3330.054,84
2075,1024,2,1,8,4,16,0,32768,5.260384,4202.534,116
2076,1024,2,1,8,8,8,0,1048576,4.524542,2457.84,60
2077,1024,2,1,8,8,8,0,524288,4.60661,2537.64,60
2078,1024,2,1,8,8,8,0,262144,4.611992,2616.11,60
2079,1024,2,1,8,8,8,0,131072,4.712896,2832.102,70
2080,1024,2,1,8,8,8,0,65536,4.90125,3370.752,92
2081,1024,2,1,8,8,8,0,32768,5.049243,4240.306,124
2082,1024,2,1,8,8,16,0,1048576,4.750229,2415.546,52
2083,1024,2,1,8,8,16,0,524288,4.836391,2492.952,52
2084,1024,2,1,8,8,16,0,262144,4.842041,2572.486,52
2085,1024,2,1,8,8,16,0,131072,4.947978,2790.074,62
2086,1024,2,1,8,8,16,0,65536,5.145728,3328.458,84
2087,1024,2,1,8,8,16,0,32768,5.323703,4196.416,116
2088,1024,2,1,8,16,8,0,1048576,4.524431,2456.776,60
2089,1024,2,1,8,16,8,0,524288,4.606498,2536.576,60
2090,1024,2,1,8,16,8,0,262144,4.61188,2615.046,60
2091,1024,2,1,8,16,8,0,131072,4.712781,2831.038,70
2092,1024,2,1,8,16,8,0,65536,4.901131,3369.422,92
2093,1024,2,1,8,16,8,0,32768,5.093517,4225.41,124
2094,1024,2,1,8,16,16,0,1048576,4.750119,2414.482,52
2095,1024,2,1,8,16,16,0,524288,4.836279,2491.888,52
2096,1024,2,1,8,16,16,0,262144,4.841929,2571.156,52
2097,1024,2,1,8,16,16,0,131072,4.947864,2789.01,62
2098,1024,2,1,8,16,16,0,65536,5.145609,3327.66,84
2099,1024,2,1,8,16,16,0,32768,5.310867,4180.988,116
2100,1024,2,2,1,1,1,0,1048576,11.499462,2420.068,65
2101,1024,2,2,1,1,1,0,524288,11.702564,2480.45,65
2102,1024,2,2,1,1,1,0,262144,11.721907,2556.526,65
2103,1024,2,2,1,1,1,0,131072,11.837966,2767.198,75
2104,1024,2,2,1,1,1,0,65536,12.444049,3292.814,97
2105,1024,2,2,1,1,1,0,32768,12.456944,4121.138,129
2106,1024,2,2,1,1,2,0,1048576,13.301659,2352.504,54
2107,1024,2,2,1,1,2,0,524288,13.534823,2412.886,54
2108,1024,2,2,1,1,2,0,262144,13.576191,2490.824,54
2109,1024,2,2,1,1,2,0,131072,13.745424,2702.294,64
2110,1024,2,2,1,1,2,0,65536,14.286967,3222.058,86
2111,1024,2,2,1,1,2,0,32768,14.636714,4055.702,118
2112,1024,2,2,1,1,4,0,1048576,11.744546,2399.32,57
2113,1024,2,2,1,1,4,0,524288,11.957575,2479.12,57
2114,1024,2,2,1,1,4,0,262144,11.954083,2554.664,57
2115,1024,2,2,1,1,4,0,131072,12.27188,2760.016,67
2116,1024,2,2,1,1,4,0,65536,12.736354,3294.144,89
2117,1024,2,2,1,1,4,0,32768,12.767784,4080.174,121
2118,1024,2,2,1,1,8,0,1048576,11.293171,2404.108,58
2119,1024,2,2,1,1,8,0,524288,11.498013,2483.908,58
2120,1024,2,2,1,1,8,0,262144,11.494655,2560.516,58
2121,1024,2,2,1,1,8,0,131072,11.800239,2765.336,68
2122,1024,2,2,1,1,8,0,65536,12.199849,3267.81,90
2123,1024,2,2,1,1,8,0,32768,12.535655,4090.548,122
2124,1024,2,2,1,1,16,0,1048576,11.067484,2408.63,59
2125,1024,2,2,1,1,16,0,524288,11.268233,2488.43,59
2126,1024,2,2,1,1,16,0,262144,11.264942,2565.038,59
2127,1024,2,2,1,1,16,0,131072,11.564419,2769.858,69
2128,1024,2,2,1,1,16,0,65536,11.956042,3273.662,91
2129,1024,2,2,1,1,16,0,32768,12.239065,4092.41,123
2130,1024,2,2,1,2,1,0,1048576,11.060119,2458.638,65
2131,1024,2,2,1,2,1,0,524288,11.2761,2519.818,65
2132,1024,2,2,1,2,1,0,262144,11.282547,2596.426,65
2133,1024,2,2,1,2,1,0,131072,11.44695,2806.832,75
2134,1024,2,2,1,2,1,0,65536,11.901475,3365.166,97
2135,1024,2,2,1,2,1,0,32768,12.059431,4210.78,129
2136,1024,2,2,1,2,2,0,1048576,13.0375,2400.384,54
2137,1024,2,2,1,2,2,0,524288,13.278169,2462.628,54
2138,1024,2,2,1,2,2,0,262144,13.281929,2537.374,54
2139,1024,2,2,1,2,2,0,131072,13.398504,2749.376,64
2140,1024,2,2,1,2,2,0,65536,14.034021,3306.114,86
2141,1024,2,2,1,2,2,0,32768,13.973853,4175.402,118
2142,1024,2,2,1,2,4,0,1048576,11.743664,2442.678,57
2143,1024,2,2,1,2,4,0,524288,11.956677,2524.34,57
2144,1024,2,2,1,2,4,0,262144,11.953185,2598.82,57
2145,1024,2,2,1,2,4,0,131072,12.270959,2802.044,67
2146,1024,2,2,1,2,4,0,65536,12.798254,3345.748,89
2147,1024,2,2,1,2,4,0,32768,12.920475,4184.18,121
2148,1024,2,2,1,2,8,0,1048576,11.29229,2448.264,58
2149,1024,2,2,1,2,8,0,524288,11.497116,2529.926,58
2150,1024,2,2,1,2,8,0,262144,11.493758,2604.14,58
2151,1024,2,2,1,2,8,0,131072,11.799318,2808.428,68
2152,1024,2,2,1,2,8,0,65536,12.306346,3348.142,90
2153,1024,2,2,1,2,8,0,32768,12.252621,4216.366,122
2154,1024,2,2,1,2,16,0,1048576,11.066603,2453.85,59
2155,1024,2,2,1,2,16,0,524288,11.267335,2536.31,59
2156,1024,2,2,1,2,16,0,262144,11.264044,2608.662,59
2157,1024,2,2,1,2,16,0,131072,11.563497,2812.95,69
2158,1024,2,2,1,2,16,0,65536,12.060392,3356.654,91
2159,1024,2,2,1,2,16,0,32768,12.175566,4191.362,123
2160,1024,2,2,1,4,1,0,1048576,10.914614,2467.416,65
2161,1024,2,2,1,4,1,0,524288,11.111245,2528.064,65
2162,1024,2,2,1,4,1,0,262144,11.127362,2604.938,65
2163,1024,2,2,1,4,1,0,131072,11.243406,2815.61,75
2164,1024,2,2,1,4,1,0,65536,11.859086,3367.56,97
2165,1024,2,2,1,4,1,0,32768,11.823628,4236.316,129
2166,1024,2,2,1,4,2,0,1048576,12.732459,2397.99,54
2167,1024,2,2,1,4,2,0,524288,12.97688,2459.702,54
2168,1024,2,2,1,4,2,0,262144,13.018244,2535.778,54
2169,1024,2,2,1,4,2,0,131072,13.367954,2744.322,64
2170,1024,2,2,1,4,2,0,65536,13.841755,3305.05,86
2171,1024,2,2,1,4,2,0,32768,13.932003,4153.058,118
2172,1024,2,2,1,4,4,0,1048576,11.743223,2437.624,57
2173,1024,2,2,1,4,4,0,524288,11.956228,2518.488,57
2174,1024,2,2,1,4,4,0,262144,11.952737,2593.5,57
2175,1024,2,2,1,4,4,0,131072,12.270498,2796.724,66
2176,1024,2,2,1,4,4,0,65536,12.797774,3333.778,89
2177,1024,2,2,1,4,4,0,32768,12.91999,4174.338,121
2178,1024,2,2,1,4,8,0,1048576,11.291849,2443.742,58
2179,1024,2,2,1,4,8,0,524288,11.496667,2524.606,58
2180,1024,2,2,1,4,8,0,262144,11.493309,2598.82,58
2181,1024,2,2,1,4,8,0,131072,11.798857,2801.512,67
2182,1024,2,2,1,4,8,0,65536,12.305866,3341.226,90
2183,1024,2,2,1,4,8,0,32768,12.423384,4182.318,122
2184,1024,2,2,1,4,16,0,1048576,11.066162,2449.062,59
2185,1024,2,2,1,4,16,0,524288,11.266886,2529.394,59
2186,1024,2,2,1,4,16,0,262144,11.263596,2603.342,59
2187,1024,2,2,1,4,16,0,131072,11.40509,2802.576,68
2188,1024,2,2,1,4,16,0,65536,12.059912,3345.748,91
2189,1024,2,2,1,4,16,0,32768,12.175081,4182.052,123
2190,1024,2,2,1,8,1,0,1048576,10.842018,2475.662,65
2191,1024,2,2,1,8,1,0,524288,11.038676,2557.59,65
2192,1024,2,2,1,8,1,0,262144,11.035452,2632.602,65
2193,1024,2,2,1,8,1,0,131072,11.328828,2837.688,75
2194,1024,2,2,1,8,1,0,65536,11.625428,3390.17,97
2195,1024,2,2,1,8,1,0,32768,11.928476,4221.952,129
2196,1024,2,2,1,8,2,0,1048576,12.647514,2418.472,54
2197,1024,2,2,1,8,2,0,524288,12.876922,2499.602,54
2198,1024,2,2,1,8,2,0,262144,12.873161,2574.88,54
2199,1024,2,2,1,8,2,0,131072,13.20411,2779.434,64
2200,1024,2,2,1,8,2,0,65536,13.783271,3314.36,86
2201,1024,2,2,1,8,2,0,32768,13.704295,4185.776,118
2202,1024,2,2,1,8,4,0,1048576,11.82509,2443.742,57
2203,1024,2,2,1,8,4,0,524288,12.038123,2510.242,57
2204,1024,2,2,1,8,4,0,262144,12.034631,2586.584,57
2205,1024,2,2,1,8,4,0,131072,12.181309,2802.31,67
2206,1024,2,2,1,8,4,0,65536,12.722623,3368.358,89
2207,1024,2,2,1,8,4,0,32768,12.830886,4208.386,121
2208,1024,2,2,1,8,8,0,1048576,11.293392,2465.82,58
2209,1024,2,2,1,8,8,0,524288,11.498238,2546.684,58
2210,1024,2,2,1,8,8,0,262144,11.49488,2621.164,58
2211,1024,2,2,1,8,8,0,131072,11.800469,2824.388,68
2212,1024,2,2,1,8,8,0,65536,12.307547,3368.092,90
2213,1024,2,2,1,8,8,0,32768,12.237026,4225.942,122
2214,1024,2,2,1,8,16,0,1048576,11.067705,2470.342,59
2215,1024,2,2,1,8,16,0,524288,11.268457,2551.206,59
2216,1024,2,2,1,8,16,0,262144,11.265166,2624.622,59
2217,1024,2,2,1,8,16,0,131072,11.564649,2828.378,69
2218,1024,2,2,1,8,16,0,65536,12.061593,3368.89,91
2219,1024,2,2,1,8,16,0,32768,12.008937,4237.114,123
2220,1024,2,2,1,16,1,0,1048576,10.841907,2474.598,65
2221,1024,2,2,1,16,1,0,524288,11.038564,2556.792,65
2222,1024,2,2,1,16,1,0,262144,11.03534,2632.07,65
2223,1024,2,2,1,16,1,0,131072,11.328713,2836.89,75
2224,1024,2,2,1,16,1,0,65536,11.62531,3388.308,97
2225,1024,2,2,1,16,1,0,32768,11.928355,4222.75,129
2226,1024,2,2,1,16,2,0,1048576,12.647404,2416.078,54
2227,1024,2,2,1,16,2,0,524288,12.87681,2498.272,54
2228,1024,2,2,1,16,2,0,262144,12.873049,2573.55,54
2229,1024,2,2,1,16,2,0,131072,13.203995,2778.37,64
2230,1024,2,2,1,16,2,0,65536,13.783151,3316.488,86
2231,1024,2,2,1,16,2,0,32768,13.722979,4177.264,118
2232,1024,2,2,1,16,4,0,1048576,11.744656,2457.574,57
2233,1024,2,2,1,16,4,0,524288,11.957687,2540.832,57
2234,1024,2,2,1,16,4,0,262144,11.954195,2613.982,57
2235,1024,2,2,1,16,4,0,131072,12.271995,2818.536,67
2236,1024,2,2,1,16,4,0,65536,12.750443,3376.338,89
2237,1024,2,2,1,16,4,0,32768,12.830766,4198.81,121
2238,1024,2,2,1,16,8,0,1048576,11.370518,2451.456,58
2239,1024,2,2,1,16,8,0,524288,11.575362,2517.158,58
2240,1024,2,2,1,16,8,0,262144,11.572004,2594.298,58
2241,1024,2,2,1,16,8,0,131072,11.713044,2815.078,68
2242,1024,2,2,1,16,8,0,65536,12.206684,3364.368,90
2243,1024,2,2,1,16,8,0,32768,12.317501,4213.44,122
2244,1024,2,2,1,16,16,0,1048576,11.067594,2467.416,59
2245,1024,2,2,1,16,16,0,524288,11.268345,2548.28,59
2246,1024,2,2,1,16,16,0,262144,11.265054,2621.962,59
2247,1024,2,2,1,16,16,0,131072,11.564534,2826.782,69
2248,1024,2,2,1,16,16,0,65536,12.061473,3368.89,91
2249,1024,2,2,1,16,16,0,32768,12.091092,4218.76,123
2250,1024,2,2,2,1,2,0,1048576,7.613522,2411.024,63
2251,1024,2,2,2,1,2,0,524288,7.744679,2473.8,63
2252,1024,2,2,2,1,2,0,262144,7.742528,2547.482,63
2253,1024,2,2,2,1,2,0,131072,7.925287,2768.262,73
2254,1024,2,2,2,1,2,0,65536,8.17685,3280.844,95
2255,1024,2,2,2,1,2,0,32768,8.262854,4196.682,127
2256,1024,2,2,2,1,4,0,1048576,8.60033,2361.814,54
2257,1024,2,2,2,1,4,0,524288,8.745443,2424.324,54
2258,1024,2,2,2,1,4,0,262144,8.730931,2498.006,54
2259,1024,2,2,2,1,4,0,131072,8.81558,2727.298,64
2260,1024,2,2,2,1,4,0,65536,9.018738,3235.89,86
2261,1024,2,2,2,1,4,0,32768,9.337985,4158.644,118
2262,1024,2,2,2,1,8,0,1048576,7.682178,2407.832,57
2263,1024,2,2,2,1,8,0,524288,7.821521,2487.366,57
2264,1024,2,2,2,1,8,0,262144,7.819237,2563.708,57
2265,1024,2,2,2,1,8,0,131072,7.917463,2778.37,67
2266,1024,2,2,2,1,8,0,65536,8.157317,3276.056,89
2267,1024,2,2,2,1,8,0,32768,8.330925,4179.392,121
2268,1024,2,2,2,1,16,0,1048576,7.456491,2412.62,58
2269,1024,2,2,2,1,16,0,524288,7.591741,2492.154,58
2270,1024,2,2,2,1,16,0,262144,7.589523,2568.762,58
2271,1024,2,2,2,1,16,0,131072,7.684864,2784.222,68
2272,1024,2,2,2,1,16,0,65536,7.917671,3278.45,90
2273,1024,2,2,2,1,16,0,32768,8.037401,4196.948,122
2274,1024,2,2,2,2,2,0,1048576,7.696438,2453.318,63
2275,1024,2,2,2,2,2,0,524288,7.827578,2517.158,63
2276,1024,2,2,2,2,2,0,262144,7.80178,2593.234,63
2277,1024,2,2,2,2,2,0,131072,7.892073,2812.95,73
2278,1024,2,2,2,2,2,0,65536,8.34569,3346.28,95
2279,1024,2,2,2,2,2,0,32768,8.48973,4227.804,127
2280,1024,2,2,2,2,4,0,1048576,8.495412,2398.522,53
2281,1024,2,2,2,2,4,0,524288,8.650182,2461.83,53
2282,1024,2,2,2,2,4,0,262144,8.6526,2534.182,53
2283,1024,2,2,2,2,4,0,131072,8.879918,2758.952,63
2284,1024,2,2,2,2,4,0,65536,9.044361,3283.77,85
2285,1024,2,2,2,2,4,0,32768,9.392593,4189.234,117
2286,1024,2,2,2,2,8,0,1048576,7.681296,2441.348,56
2287,1024,2,2,2,2,8,0,524288,7.820624,2521.414,56
2288,1024,2,2,2,2,8,0,262144,7.81834,2594.298,56
2289,1024,2,2,2,2,8,0,131072,7.916554,2811.62,66
2290,1024,2,2,2,2,8,0,65536,8.460161,3344.95,88
2291,1024,2,2,2,2,8,0,32768,8.528683,4213.706,120
2292,1024,2,2,2,2,16,0,1048576,7.455609,2446.934,57
2293,1024,2,2,2,2,16,0,524288,7.590843,2526.468,57
2294,1024,2,2,2,2,16,0,262144,7.588626,2599.618,57
2295,1024,2,2,2,2,16,0,131072,7.683955,2816.94,67
2296,1024,2,2,2,2,16,0,65536,8.032016,3350.536,89
2297,1024,2,2,2,2,16,0,32768,8.278098,4215.036,121
2298,1024,2,2,2,4,2,0,1048576,7.38641,2449.594,63
2299,1024,2,2,2,4,2,0,524288,7.519692,2512.104,63
2300,1024,2,2,2,4,2,0,262144,7.526141,2587.914,63
2301,1024,2,2,2,4,2,0,131072,7.582034,2811.354,73
2302,1024,2,2,2,4,2,0,65536,7.996928,3353.462,95
2303,1024,2,2,2,4,2,0,32768,8.072168,4217.962,127
2304,1024,2,2,2,4,4,0,1048576,8.187847,2405.438,53
2305,1024,2,2,2,4,4,0,524288,8.335354,2467.682,53
2306,1024,2,2,2,4,4,0,262144,8.347445,2542.428,53
2307,1024,2,2,2,4,4,0,131072,8.434498,2767.198,63
2308,1024,2,2,2,4,4,0,65536,8.9544,3311.168,85
2309,1024,2,2,2,4,4,0,32768,9.068052,4168.486,117
2310,1024,2,2,2,4,8,0,1048576,7.680855,2441.614,56
2311,1024,2,2,2,4,8,0,524288,7.820175,2524.872,56
2312,1024,2,2,2,4,8,0,262144,7.817891,2597.756,56
2313,1024,2,2,2,4,8,0,131072,7.9161,2815.078,66
2314,1024,2,2,2,4,8,0,65536,8.404861,3346.812,88
2315,1024,2,2,2,4,8,0,32768,8.51449,4192.16,120
2316,1024,2,2,2,4,16,0,1048576,7.455168,2450.126,57
2317,1024,2,2,2,4,16,0,524288,7.590394,2529.926,57
2318,1024,2,2,2,4,16,0,262144,7.588177,2603.076,57
2319,1024,2,2,2,4,16,0,131072,7.683501,2820.398,67
2320,1024,2,2,2,4,16,0,65536,8.06036,3351.866,89
2321,1024,2,2,2,4,16,0,32768,8.144599,4216.898,121
2322,1024,2,2,2,8,2,0,1048576,7.231024,2462.628,63
2323,1024,2,2,2,8,2,0,524288,7.362184,2544.29,63
2324,1024,2,2,2,8,2,0,262144,7.360034,2617.44,63
2325,1024,2,2,2,8,2,0,131072,7.452491,2836.89,73
2326,1024,2,2,2,8,2,0,65536,7.790068,3364.368,95
