n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,obj1,obj2,lut,ff,dsp,bram
5180,128,4,1,1,2,0.708544,2116,10392,7977,84,4
5223,128,4,2,2,4,0.686691,3838,18793,14220,180,4
5224,128,4,2,2,8,0.683497,3658,19783,14157,180,4
5239,128,4,2,4,16,0.768973,6162,34925,23020,84,4
5355,128,5,1,1,2,0.655686,2484,12135,8941,102,4
5358,128,5,1,1,16,0.727248,2463,13100,8950,108,4
5393,128,5,2,1,16,0.689966,2892,14829,9750,114,4
5397,128,5,2,2,2,0.775503,3492,18617,15210,30,4
5400,128,5,2,2,16,0.783679,4094,22887,15209,54,4
5432,128,5,3,2,2,1.165568,4268,22571,19531,30,4
5434,128,5,3,2,8,0.833718,4295,24172,16377,66,4
5462,128,5,4,1,8,0.610698,3145,16340,11068,129,4
