n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,tmpsize,size,knob_I_B,obj1,obj2,lut,ff,dsp,bram
3028,5,400,4,4,2,2,1,25,160000,0,0.6892,244,1429,278,0,10
3029,5,400,4,4,2,2,2,25,160000,0,0.7695,281,1692,281,0,10
3030,5,400,4,4,2,2,3,25,160000,0,0.7166,248,1440,286,0,10
3031,5,400,4,4,2,2,4,25,160000,0,0.9025,272,1634,291,0,10
3032,5,400,4,4,2,3,1,25,160000,0,0.6956,257,1541,295,0,10
3033,5,400,4,4,2,3,2,25,160000,0,0.8188,260,1407,298,0,10
3034,5,400,4,4,2,3,3,25,160000,0,0.7079,337,1958,190,0,10
3035,5,400,4,4,2,3,4,25,160000,0,0.7970,366,2182,191,0,10
3036,5,400,4,4,2,4,1,25,160000,0,0.7612,274,1639,294,0,10
3037,5,400,4,4,2,4,2,25,160000,0,0.8113,279,1779,297,0,10
3038,5,400,4,4,2,4,3,25,160000,0,0.7205,390,2324,187,0,10
3039,5,400,4,4,2,4,4,25,160000,0,0.8828,354,2170,193,0,10
3040,5,400,4,4,3,1,1,25,160000,0,0.7333,210,1256,291,0,10
3041,5,400,4,4,3,1,2,25,160000,0,0.7850,220,1254,294,0,10
3042,5,400,4,4,3,1,3,25,160000,0,0.7178,219,1258,297,0,10
3043,5,400,4,4,3,1,4,25,160000,0,0.8988,211,1272,297,0,10
3044,5,400,4,4,3,2,1,25,160000,0,0.6831,275,1619,298,0,10
3045,5,400,4,4,3,2,2,25,160000,0,0.7418,263,1625,193,0,10
3046,5,400,4,4,3,2,3,25,160000,0,0.7423,282,1537,304,0,10
3047,5,400,4,4,3,2,4,25,160000,0,0.7878,278,1715,304,0,10
3048,5,400,4,4,3,3,1,25,160000,0,0.7141,313,1832,203,0,10
3049,5,400,4,4,3,3,2,25,160000,0,0.7399,319,1906,203,0,10
3050,5,400,4,4,3,3,3,25,160000,0,0.6845,308,1824,203,0,10
3051,5,400,4,4,3,3,4,25,160000,0,0.9281,319,1891,203,0,10
3052,5,400,4,4,3,4,1,25,160000,0,0.6382,328,1879,206,0,10
3053,5,400,4,4,3,4,2,25,160000,0,0.7186,339,2089,206,0,10
3054,5,400,4,4,3,4,3,25,160000,0,0.6858,331,1971,203,0,10
3055,5,400,4,4,3,4,4,25,160000,0,0.7990,363,2181,203,0,10
3056,5,400,4,4,4,1,1,25,160000,0,0.7060,296,1813,284,0,10
3057,5,400,4,4,4,1,2,25,160000,0,0.7385,316,1891,288,0,10
3058,5,400,4,4,4,1,3,25,160000,0,0.6990,296,1590,292,0,10
3059,5,400,4,4,4,1,4,25,160000,0,0.8965,302,1740,294,0,10
3060,5,400,4,4,4,2,1,25,160000,0,0.7164,291,1701,292,0,10
3061,5,400,4,4,4,2,2,25,160000,0,0.7639,301,1796,295,0,10
3062,5,400,4,4,4,2,3,25,160000,0,0.7452,272,1636,299,0,10
3063,5,400,4,4,4,2,4,25,160000,0,0.8726,258,1561,300,0,10
3064,5,400,4,4,4,3,1,25,160000,0,0.6744,270,1617,194,0,10
3065,5,400,4,4,4,3,2,25,160000,0,0.6860,278,1626,193,0,10
3066,5,400,4,4,4,3,3,25,160000,0,0.6829,300,1722,194,0,10
3067,5,400,4,4,4,3,4,25,160000,0,0.8221,306,1797,194,0,10
3068,5,400,4,4,4,4,1,25,160000,0,0.6997,298,1703,193,0,10
3069,5,400,4,4,4,4,2,25,160000,0,0.6652,281,1617,193,0,10
3070,5,400,4,4,4,4,3,25,160000,0,0.6758,305,1761,193,0,10
3071,5,400,4,4,4,4,4,25,160000,0,0.8883,295,1653,191,0,10
3072,10,100,1,1,1,1,1,100,10000,0,1.5032,136,663,193,0,5
3073,10,100,1,1,1,1,2,100,10000,0,1.6069,140,732,199,0,5
3074,10,100,1,1,1,1,3,100,10000,0,2.1367,130,716,201,0,5
3075,10,100,1,1,1,1,4,100,10000,0,1.8556,124,648,206,0,5
3076,10,100,1,1,1,2,1,100,10000,0,1.3969,132,676,180,0,5
3077,10,100,1,1,1,2,2,100,10000,0,1.5668,127,677,201,0,5
3078,10,100,1,1,1,2,3,100,10000,0,1.4481,146,777,206,0,5
3079,10,100,1,1,1,2,4,100,10000,0,1.9743,155,688,208,0,5
3080,10,100,1,1,1,3,1,100,10000,0,1.7565,152,762,201,0,5
3081,10,100,1,1,1,3,2,100,10000,0,1.5029,166,819,205,0,5
3082,10,100,1,1,1,3,3,100,10000,0,1.8992,144,781,207,0,5
3083,10,100,1,1,1,3,4,100,10000,0,2.0531,149,795,212,0,5
3084,10,100,1,1,1,4,1,100,10000,0,1.4965,141,736,203,0,5
3085,10,100,1,1,1,4,2,100,10000,0,1.6820,143,705,207,0,5
3086,10,100,1,1,1,4,3,100,10000,0,1.9543,147,755,209,0,5
3087,10,100,1,1,1,4,4,100,10000,0,2.0225,140,734,214,0,5
3088,10,100,1,1,2,1,1,100,10000,0,1.4282,132,659,175,0,5
3089,10,100,1,1,2,1,2,100,10000,0,1.4443,129,663,193,0,5
3090,10,100,1,1,2,1,3,100,10000,0,1.4611,133,725,199,0,5
3091,10,100,1,1,2,1,4,100,10000,0,1.9869,144,716,202,0,5
3092,10,100,1,1,2,2,1,100,10000,0,1.3150,125,660,194,0,5
3093,10,100,1,1,2,2,2,100,10000,0,1.5360,147,754,195,0,5
3094,10,100,1,1,2,2,3,100,10000,0,1.4520,166,734,201,0,5
3095,10,100,1,1,2,2,4,100,10000,0,1.9730,147,752,204,0,5
3096,10,100,1,1,2,3,1,100,10000,0,1.5576,143,750,198,0,5
3097,10,100,1,1,2,3,2,100,10000,0,1.7909,146,779,201,0,5
3098,10,100,1,1,2,3,3,100,10000,0,1.5359,147,783,205,0,5
3099,10,100,1,1,2,3,4,100,10000,0,2.3916,153,814,211,0,5
3100,10,100,1,1,2,4,1,100,10000,0,1.7073,149,759,198,0,5
3101,10,100,1,1,2,4,2,100,10000,0,1.7971,145,784,199,0,5
3102,10,100,1,1,2,4,3,100,10000,0,1.6906,162,838,205,0,5
3103,10,100,1,1,2,4,4,100,10000,0,2.2559,165,844,210,0,5
3104,10,100,1,1,3,1,1,100,10000,0,1.4277,132,709,182,0,5
3105,10,100,1,1,3,1,2,100,10000,0,1.8206,133,735,204,0,5
3106,10,100,1,1,3,1,3,100,10000,0,1.3452,144,729,208,0,5
3107,10,100,1,1,3,1,4,100,10000,0,1.6547,137,756,207,0,5
3108,10,100,1,1,3,2,1,100,10000,0,1.4816,138,677,202,0,5
3109,10,100,1,1,3,2,2,100,10000,0,1.6952,133,746,206,0,5
3110,10,100,1,1,3,2,3,100,10000,0,1.4658,165,763,210,0,5
3111,10,100,1,1,3,2,4,100,10000,0,2.0930,159,828,209,0,5
3112,10,100,1,1,3,3,1,100,10000,0,1.4741,154,741,206,0,5
3113,10,100,1,1,3,3,2,100,10000,0,1.4376,167,809,210,0,5
3114,10,100,1,1,3,3,3,100,10000,0,1.8034,150,783,214,0,5
3115,10,100,1,1,3,3,4,100,10000,0,2.2281,155,847,213,0,5
3116,10,100,1,1,3,4,1,100,10000,0,1.7883,150,750,206,0,5
3117,10,100,1,1,3,4,2,100,10000,0,2.0133,155,810,210,0,5
3118,10,100,1,1,3,4,3,100,10000,0,1.6482,165,814,214,0,5
3119,10,100,1,1,3,4,4,100,10000,0,2.1163,150,817,214,0,5
3120,10,100,1,1,4,1,1,100,10000,0,1.8114,130,709,195,0,5
3121,10,100,1,1,4,1,2,100,10000,0,1.8057,150,705,197,0,5
3122,10,100,1,1,4,1,3,100,10000,0,1.4630,152,759,202,0,5
3123,10,100,1,1,4,1,4,100,10000,0,1.8194,147,776,210,0,5
3124,10,100,1,1,4,2,1,100,10000,0,2.0499,137,771,197,0,5
3125,10,100,1,1,4,2,2,100,10000,0,1.6217,146,740,199,0,5
3126,10,100,1,1,4,2,3,100,10000,0,1.4222,147,744,204,0,5
3127,10,100,1,1,4,2,4,100,10000,0,2.0039,154,767,212,0,5
3128,10,100,1,1,4,3,1,100,10000,0,1.7444,147,750,201,0,5
3129,10,100,1,1,4,3,2,100,10000,0,1.4503,169,789,203,0,5
3130,10,100,1,1,4,3,3,100,10000,0,1.4691,172,838,208,0,5
3131,10,100,1,1,4,3,4,100,10000,0,1.7781,172,830,216,0,5
3132,10,100,1,1,4,4,1,100,10000,0,1.4845,147,742,201,0,5
3133,10,100,1,1,4,4,2,100,10000,0,1.6364,137,755,203,0,5
3134,10,100,1,1,4,4,3,100,10000,0,1.5547,167,798,208,0,5
3135,10,100,1,1,4,4,4,100,10000,0,2.1322,168,820,218,0,5
3136,10,100,1,2,1,1,1,100,10000,0,1.5234,140,733,195,0,5
3137,10,100,1,2,1,1,2,100,10000,0,1.6621,139,731,201,0,5
3138,10,100,1,2,1,1,3,100,10000,0,1.7639,162,817,203,0,5
3139,10,100,1,2,1,1,4,100,10000,0,1.8898,151,787,208,0,5
3140,10,100,1,2,1,2,1,100,10000,0,1.6402,153,754,197,0,5
3141,10,100,1,2,1,2,2,100,10000,0,1.7389,152,788,203,0,5
3142,10,100,1,2,1,2,3,100,10000,0,1.6526,157,795,205,0,5
3143,10,100,1,2,1,2,4,100,10000,0,2.1775,156,779,210,0,5
3144,10,100,1,2,1,3,1,100,10000,0,1.7307,144,778,201,0,5
3145,10,100,1,2,1,3,2,100,10000,0,2.0507,165,806,207,0,5
3146,10,100,1,2,1,3,3,100,10000,0,1.7142,173,896,209,0,5
3147,10,100,1,2,1,3,4,100,10000,0,1.9830,162,815,214,0,5
3148,10,100,1,2,1,4,1,100,10000,0,1.6740,145,803,203,0,5
3149,10,100,1,2,1,4,2,100,10000,0,1.8678,161,825,209,0,5
3150,10,100,1,2,1,4,3,100,10000,0,1.8818,164,890,211,0,5
3151,10,100,1,2,1,4,4,100,10000,0,2.3735,165,839,216,0,5
3152,10,100,1,2,2,1,1,100,10000,0,1.7612,149,779,194,0,5
3153,10,100,1,2,2,1,2,100,10000,0,1.5428,164,830,195,0,5
3154,10,100,1,2,2,1,3,100,10000,0,1.6460,155,814,200,0,5
3155,10,100,1,2,2,1,4,100,10000,0,2.1101,172,826,205,0,5
3156,10,100,1,2,2,2,1,100,10000,0,1.5759,168,826,193,0,5
3157,10,100,1,2,2,2,2,100,10000,0,1.7224,150,822,194,0,5
3158,10,100,1,2,2,2,3,100,10000,0,1.7913,164,804,203,0,5
3159,10,100,1,2,2,2,4,100,10000,0,2.2746,184,868,204,0,5
3160,10,100,1,2,2,3,1,100,10000,0,1.6646,184,872,200,0,5
3161,10,100,1,2,2,3,2,100,10000,0,1.7100,175,878,201,0,5
3162,10,100,1,2,2,3,3,100,10000,0,1.4949,178,897,207,0,5
3163,10,100,1,2,2,3,4,100,10000,0,2.2053,169,850,211,0,5
3164,10,100,1,2,2,4,1,100,10000,0,1.9289,160,816,197,0,5
3165,10,100,1,2,2,4,2,100,10000,0,1.8966,160,842,198,0,5
3166,10,100,1,2,2,4,3,100,10000,0,1.7305,174,830,207,0,5
3167,10,100,1,2,2,4,4,100,10000,0,2.1723,152,877,208,0,5
3168,10,100,1,2,3,1,1,100,10000,0,1.6741,166,815,202,0,5
3169,10,100,1,2,3,1,2,100,10000,0,1.8355,164,848,202,0,5
3170,10,100,1,2,3,1,3,100,10000,0,1.7322,175,856,207,0,5
3171,10,100,1,2,3,1,4,100,10000,0,1.9214,172,893,210,0,5
3172,10,100,1,2,3,2,1,100,10000,0,1.6182,154,802,204,0,5
3173,10,100,1,2,3,2,2,100,10000,0,1.6965,169,814,204,0,5
3174,10,100,1,2,3,2,3,100,10000,0,1.6815,170,829,209,0,5
3175,10,100,1,2,3,2,4,100,10000,0,2.3477,165,845,212,0,5
3176,10,100,1,2,3,3,1,100,10000,0,1.6231,164,841,208,0,5
3177,10,100,1,2,3,3,2,100,10000,0,1.8844,193,909,208,0,5
3178,10,100,1,2,3,3,3,100,10000,0,1.6241,177,951,213,0,5
3179,10,100,1,2,3,3,4,100,10000,0,2.3536,174,890,216,0,5
3180,10,100,1,2,3,4,1,100,10000,0,1.7841,159,850,208,0,5
3181,10,100,1,2,3,4,2,100,10000,0,1.8982,153,830,208,0,5
3182,10,100,1,2,3,4,3,100,10000,0,1.8442,168,929,213,0,5
3183,10,100,1,2,3,4,4,100,10000,0,2.4118,181,969,217,0,5
3184,10,100,1,2,4,1,1,100,10000,0,1.9976,150,770,205,0,5
3185,10,100,1,2,4,1,2,100,10000,0,1.8454,161,805,202,0,5
3186,10,100,1,2,4,1,3,100,10000,0,1.5629,168,849,207,0,5
3187,10,100,1,2,4,1,4,100,10000,0,2.3929,163,790,214,0,5
3188,10,100,1,2,4,2,1,100,10000,0,1.7004,149,740,208,0,5
3189,10,100,1,2,4,2,2,100,10000,0,1.9039,169,793,204,0,5
3190,10,100,1,2,4,2,3,100,10000,0,1.7237,162,834,209,0,5
3191,10,100,1,2,4,2,4,100,10000,0,2.0878,173,780,215,0,5
3192,10,100,1,2,4,3,1,100,10000,0,1.6849,187,871,211,0,5
3193,10,100,1,2,4,3,2,100,10000,0,1.9750,176,860,208,0,5
3194,10,100,1,2,4,3,3,100,10000,0,1.6063,179,872,213,0,5
3195,10,100,1,2,4,3,4,100,10000,0,2.2732,184,891,220,0,5
3196,10,100,1,2,4,4,1,100,10000,0,1.7974,144,754,210,0,5
3197,10,100,1,2,4,4,2,100,10000,0,1.9510,170,878,208,0,5
3198,10,100,1,2,4,4,3,100,10000,0,1.9474,174,923,211,0,5
3199,10,100,1,2,4,4,4,100,10000,0,2.2003,179,846,219,0,5
3200,10,100,1,3,1,1,1,100,10000,0,1.8103,120,668,201,0,5
3201,10,100,1,3,1,1,2,100,10000,0,1.7406,138,680,206,0,5
3202,10,100,1,3,1,1,3,100,10000,0,1.5803,128,660,209,0,5
3203,10,100,1,3,1,1,4,100,10000,0,2.3985,131,693,214,0,5
3204,10,100,1,3,1,2,1,100,10000,0,1.6023,133,649,207,0,5
3205,10,100,1,3,1,2,2,100,10000,0,1.8137,147,764,211,0,5
3206,10,100,1,3,1,2,3,100,10000,0,1.7092,129,663,214,0,5
3207,10,100,1,3,1,2,4,100,10000,0,2.3296,148,764,219,0,5
3208,10,100,1,3,1,3,1,100,10000,0,1.6773,132,742,207,0,5
3209,10,100,1,3,1,3,2,100,10000,0,1.5492,138,740,212,0,5
3210,10,100,1,3,1,3,3,100,10000,0,1.4558,149,799,215,0,5
3211,10,100,1,3,1,3,4,100,10000,0,2.2763,156,806,220,0,5
3212,10,100,1,3,1,4,1,100,10000,0,1.5691,160,756,209,0,5
3213,10,100,1,3,1,4,2,100,10000,0,2.0180,155,794,214,0,5
3214,10,100,1,3,1,4,3,100,10000,0,1.4643,136,753,217,0,5
3215,10,100,1,3,1,4,4,100,10000,0,2.1874,145,812,222,0,5
3216,10,100,1,3,2,1,1,100,10000,0,1.7921,136,705,195,0,5
3217,10,100,1,3,2,1,2,100,10000,0,1.6146,131,691,198,0,5
3218,10,100,1,3,2,1,3,100,10000,0,1.8149,158,748,203,0,5
3219,10,100,1,3,2,1,4,100,10000,0,2.4497,164,770,213,0,5
3220,10,100,1,3,2,2,1,100,10000,0,1.5685,130,674,202,0,5
3221,10,100,1,3,2,2,2,100,10000,0,1.9657,143,755,203,0,5
3222,10,100,1,3,2,2,3,100,10000,0,1.6997,150,698,209,0,5
3223,10,100,1,3,2,2,4,100,10000,0,2.0498,150,714,215,0,5
3224,10,100,1,3,2,3,1,100,10000,0,1.6523,157,777,203,0,5
3225,10,100,1,3,2,3,2,100,10000,0,1.7195,168,808,204,0,5
3226,10,100,1,3,2,3,3,100,10000,0,1.6552,154,806,214,0,5
3227,10,100,1,3,2,3,4,100,10000,0,1.9251,153,821,221,0,5
3228,10,100,1,3,2,4,1,100,10000,0,1.5636,150,776,203,0,5
3229,10,100,1,3,2,4,2,100,10000,0,1.4975,144,786,206,0,5
3230,10,100,1,3,2,4,3,100,10000,0,1.4878,148,807,211,0,5
3231,10,100,1,3,2,4,4,100,10000,0,2.1114,166,884,221,0,5
3232,10,100,1,3,3,1,1,100,10000,0,1.3995,155,743,206,0,5
3233,10,100,1,3,3,1,2,100,10000,0,1.7742,142,786,210,0,5
3234,10,100,1,3,3,1,3,100,10000,0,1.4016,144,739,214,0,5
3235,10,100,1,3,3,1,4,100,10000,0,2.1549,140,792,217,0,5
3236,10,100,1,3,3,2,1,100,10000,0,1.5309,152,711,208,0,5
3237,10,100,1,3,3,2,2,100,10000,0,1.6491,147,752,212,0,5
3238,10,100,1,3,3,2,3,100,10000,0,1.6644,167,764,216,0,5
3239,10,100,1,3,3,2,4,100,10000,0,2.0581,161,759,219,0,5
3240,10,100,1,3,3,3,1,100,10000,0,1.8752,160,841,212,0,5
3241,10,100,1,3,3,3,2,100,10000,0,1.6258,146,778,216,0,5
3242,10,100,1,3,3,3,3,100,10000,0,1.7915,150,823,220,0,5
3243,10,100,1,3,3,3,4,100,10000,0,2.0620,172,889,223,0,5
3244,10,100,1,3,3,4,1,100,10000,0,1.5989,167,794,212,0,5
3245,10,100,1,3,3,4,2,100,10000,0,2.0018,161,861,216,0,5
3246,10,100,1,3,3,4,3,100,10000,0,1.8076,153,857,220,0,5
3247,10,100,1,3,3,4,4,100,10000,0,1.8522,148,794,223,0,5
3248,10,100,1,3,4,1,1,100,10000,0,1.6681,138,657,203,0,5
3249,10,100,1,3,4,1,2,100,10000,0,1.9765,138,732,208,0,5
3250,10,100,1,3,4,1,3,100,10000,0,1.8263,145,738,211,0,5
3251,10,100,1,3,4,1,4,100,10000,0,2.0204,158,777,220,0,5
3252,10,100,1,3,4,2,1,100,10000,0,1.5041,141,744,208,0,5
3253,10,100,1,3,4,2,2,100,10000,0,1.4438,139,718,211,0,5
3254,10,100,1,3,4,2,3,100,10000,0,1.5058,147,730,216,0,5
3255,10,100,1,3,4,2,4,100,10000,0,2.1125,156,740,223,0,5
3256,10,100,1,3,4,3,1,100,10000,0,1.7059,162,791,209,0,5
3257,10,100,1,3,4,3,2,100,10000,0,1.9168,166,820,216,0,5
3258,10,100,1,3,4,3,3,100,10000,0,1.5793,159,839,217,0,5
3259,10,100,1,3,4,3,4,100,10000,0,2.5015,170,859,226,0,5
3260,10,100,1,3,4,4,1,100,10000,0,1.8765,161,816,209,0,5
3261,10,100,1,3,4,4,2,100,10000,0,1.6582,145,785,215,0,5
3262,10,100,1,3,4,4,3,100,10000,0,1.4373,139,805,217,0,5
3263,10,100,1,3,4,4,4,100,10000,0,2.2847,166,849,224,0,5
3264,10,100,1,4,1,1,1,100,10000,0,1.5423,160,846,200,0,5
3265,10,100,1,4,1,1,2,100,10000,0,1.7736,166,894,206,0,5
3266,10,100,1,4,1,1,3,100,10000,0,1.6730,162,865,208,0,5
3267,10,100,1,4,1,1,4,100,10000,0,2.1520,171,831,213,0,5
3268,10,100,1,4,1,2,1,100,10000,0,1.6382,173,852,202,0,5
3269,10,100,1,4,1,2,2,100,10000,0,1.7604,152,813,208,0,5
3270,10,100,1,4,1,2,3,100,10000,0,1.7087,163,817,210,0,5
3271,10,100,1,4,1,2,4,100,10000,0,2.1966,165,800,215,0,5
3272,10,100,1,4,1,3,1,100,10000,0,1.5407,176,906,206,0,5
3273,10,100,1,4,1,3,2,100,10000,0,1.6499,167,868,212,0,5
3274,10,100,1,4,1,3,3,100,10000,0,1.5712,175,868,214,0,5
3275,10,100,1,4,1,3,4,100,10000,0,2.2271,168,889,219,0,5
3276,10,100,1,4,1,4,1,100,10000,0,1.6137,171,864,208,0,5
3277,10,100,1,4,1,4,2,100,10000,0,1.9859,169,871,214,0,5
3278,10,100,1,4,1,4,3,100,10000,0,1.7502,175,917,216,0,5
3279,10,100,1,4,1,4,4,100,10000,0,2.0890,166,906,219,0,5
3280,10,100,1,4,2,1,1,100,10000,0,1.7120,158,860,204,0,5
3281,10,100,1,4,2,1,2,100,10000,0,1.7295,180,889,205,0,5
3282,10,100,1,4,2,1,3,100,10000,0,1.8062,195,931,210,0,5
3283,10,100,1,4,2,1,4,100,10000,0,2.0488,175,856,213,0,5
3284,10,100,1,4,2,2,1,100,10000,0,1.7092,166,861,206,0,5
3285,10,100,1,4,2,2,2,100,10000,0,1.9354,158,860,207,0,5
3286,10,100,1,4,2,2,3,100,10000,0,1.7812,170,920,212,0,5
3287,10,100,1,4,2,2,4,100,10000,0,2.7305,183,922,214,0,5
3288,10,100,1,4,2,3,1,100,10000,0,1.7681,194,905,210,0,5
3289,10,100,1,4,2,3,2,100,10000,0,1.9069,181,937,211,0,5
3290,10,100,1,4,2,3,3,100,10000,0,1.7395,200,1026,216,0,5
3291,10,100,1,4,2,3,4,100,10000,0,2.5349,188,986,219,0,5
3292,10,100,1,4,2,4,1,100,10000,0,2.0124,184,941,210,0,5
3293,10,100,1,4,2,4,2,100,10000,0,1.8424,172,921,211,0,5
3294,10,100,1,4,2,4,3,100,10000,0,2.0515,205,1050,216,0,5
3295,10,100,1,4,2,4,4,100,10000,0,2.6830,184,971,218,0,5
3296,10,100,1,4,3,1,1,100,10000,0,1.8632,164,871,205,0,5
3297,10,100,1,4,3,1,2,100,10000,0,1.8898,169,924,208,0,5
3298,10,100,1,4,3,1,3,100,10000,0,1.6241,196,965,213,0,5
3299,10,100,1,4,3,1,4,100,10000,0,2.1590,175,965,214,0,5
3300,10,100,1,4,3,2,1,100,10000,0,1.5934,189,935,207,0,5
3301,10,100,1,4,3,2,2,100,10000,0,1.8446,155,879,210,0,5
3302,10,100,1,4,3,2,3,100,10000,0,1.6326,174,946,215,0,5
3303,10,100,1,4,3,2,4,100,10000,0,2.3681,182,925,216,0,5
3304,10,100,1,4,3,3,1,100,10000,0,1.6722,185,990,211,0,5
3305,10,100,1,4,3,3,2,100,10000,0,1.8962,173,960,214,0,5
3306,10,100,1,4,3,3,3,100,10000,0,1.6935,197,965,219,0,5
3307,10,100,1,4,3,3,4,100,10000,0,2.3090,194,1002,220,0,5
3308,10,100,1,4,3,4,1,100,10000,0,1.9677,170,928,211,0,5
3309,10,100,1,4,3,4,2,100,10000,0,1.9640,176,945,213,0,5
3310,10,100,1,4,3,4,3,100,10000,0,1.7906,195,984,219,0,5
3311,10,100,1,4,3,4,4,100,10000,0,2.6360,187,1012,219,0,5
3312,10,100,1,4,4,1,1,100,10000,0,1.5671,158,801,210,0,5
3313,10,100,1,4,4,1,2,100,10000,0,1.8488,176,891,214,0,5
3314,10,100,1,4,4,1,3,100,10000,0,1.8097,176,900,219,0,5
3315,10,100,1,4,4,1,4,100,10000,0,2.4177,173,909,219,0,5
3316,10,100,1,4,4,2,1,100,10000,0,1.6476,166,879,212,0,5
3317,10,100,1,4,4,2,2,100,10000,0,1.8960,156,861,208,0,5
3318,10,100,1,4,4,2,3,100,10000,0,1.7295,174,881,214,0,5
3319,10,100,1,4,4,2,4,100,10000,0,2.1589,180,918,221,0,5
3320,10,100,1,4,4,3,1,100,10000,0,1.9300,175,943,216,0,5
3321,10,100,1,4,4,3,2,100,10000,0,1.6809,180,966,219,0,5
3322,10,100,1,4,4,3,3,100,10000,0,1.9100,195,1032,224,0,5
3323,10,100,1,4,4,3,4,100,10000,0,2.3604,179,901,225,0,5
3324,10,100,1,4,4,4,1,100,10000,0,1.7390,179,861,216,0,5
3325,10,100,1,4,4,4,2,100,10000,0,2.0561,168,894,219,0,5
3326,10,100,1,4,4,4,3,100,10000,0,1.7286,185,919,224,0,5
3327,10,100,1,4,4,4,4,100,10000,0,2.2045,173,921,225,0,5
3328,10,100,2,1,1,1,1,100,10000,0,0.8982,134,679,216,0,5
3329,10,100,2,1,1,1,2,100,10000,0,0.9419,142,747,219,0,5
3330,10,100,2,1,1,1,3,100,10000,0,0.8717,143,795,224,0,5
3331,10,100,2,1,1,1,4,100,10000,0,1.1324,141,758,224,0,5
3332,10,100,2,1,1,2,1,100,10000,0,0.8208,133,698,220,0,5
3333,10,100,2,1,1,2,2,100,10000,0,0.8929,149,766,223,0,5
3334,10,100,2,1,1,2,3,100,10000,0,0.7703,144,783,228,0,5
3335,10,100,2,1,1,2,4,100,10000,0,0.9848,147,792,228,0,5
3336,10,100,2,1,1,3,1,100,10000,0,0.9191,136,764,230,0,5
3337,10,100,2,1,1,3,2,100,10000,0,0.9165,134,755,231,0,5
3338,10,100,2,1,1,3,3,100,10000,0,0.9781,159,803,236,0,5
3339,10,100,2,1,1,3,4,100,10000,0,1.0302,156,813,236,0,5
3340,10,100,2,1,1,4,1,100,10000,0,0.7838,150,736,228,0,5
3341,10,100,2,1,1,4,2,100,10000,0,0.9890,148,768,231,0,5
3342,10,100,2,1,1,4,3,100,10000,0,0.9294,159,802,236,0,5
3343,10,100,2,1,1,4,4,100,10000,0,1.1747,152,858,236,0,5
3344,10,100,2,1,2,1,1,100,10000,0,0.8904,133,717,222,0,5
3345,10,100,2,1,2,1,2,100,10000,0,0.7739,130,722,225,0,5
3346,10,100,2,1,2,1,3,100,10000,0,0.8389,150,765,230,0,5
3347,10,100,2,1,2,1,4,100,10000,0,1.2594,143,778,231,0,5
3348,10,100,2,1,2,2,1,100,10000,0,0.7498,133,707,226,0,5
3349,10,100,2,1,2,2,2,100,10000,0,0.9407,149,756,229,0,5
3350,10,100,2,1,2,2,3,100,10000,0,0.9027,152,834,234,0,5
3351,10,100,2,1,2,2,4,100,10000,0,1.2493,154,802,235,0,5
3352,10,100,2,1,2,3,1,100,10000,0,0.8854,137,765,234,0,5
3353,10,100,2,1,2,3,2,100,10000,0,0.8247,151,803,237,0,5
3354,10,100,2,1,2,3,3,100,10000,0,0.9876,164,867,242,0,5
3355,10,100,2,1,2,3,4,100,10000,0,1.3106,165,812,243,0,5
3356,10,100,2,1,2,4,1,100,10000,0,0.8254,149,750,236,0,5
3357,10,100,2,1,2,4,2,100,10000,0,0.8904,171,887,237,0,5
3358,10,100,2,1,2,4,3,100,10000,0,0.9425,167,854,242,0,5
3359,10,100,2,1,2,4,4,100,10000,0,1.1878,160,884,243,0,5
3360,10,100,2,1,3,1,1,100,10000,0,0.8254,141,787,229,0,5
3361,10,100,2,1,3,1,2,100,10000,0,0.7649,133,701,232,0,5
3362,10,100,2,1,3,1,3,100,10000,0,0.9890,149,847,237,0,5
3363,10,100,2,1,3,1,4,100,10000,0,0.9423,161,784,238,0,5
3364,10,100,2,1,3,2,1,100,10000,0,0.9944,153,783,233,0,5
3365,10,100,2,1,3,2,2,100,10000,0,0.9188,158,785,236,0,5
3366,10,100,2,1,3,2,3,100,10000,0,0.8169,153,806,241,0,5
3367,10,100,2,1,3,2,4,100,10000,0,1.0919,160,816,242,0,5
3368,10,100,2,1,3,3,1,100,10000,0,0.7807,157,813,241,0,5
3369,10,100,2,1,3,3,2,100,10000,0,1.0984,168,829,244,0,5
3370,10,100,2,1,3,3,3,100,10000,0,0.9414,179,896,249,0,5
3371,10,100,2,1,3,3,4,100,10000,0,1.0263,167,856,250,0,5
3372,10,100,2,1,3,4,1,100,10000,0,0.9520,147,800,241,0,5
3373,10,100,2,1,3,4,2,100,10000,0,1.0624,151,806,244,0,5
3374,10,100,2,1,3,4,3,100,10000,0,0.8509,156,819,249,0,5
3375,10,100,2,1,3,4,4,100,10000,0,1.0665,152,839,250,0,5
3376,10,100,2,1,4,1,1,100,10000,0,1.0286,149,772,227,0,5
3377,10,100,2,1,4,1,2,100,10000,0,0.9229,153,762,230,0,5
3378,10,100,2,1,4,1,3,100,10000,0,0.9841,166,804,235,0,5
3379,10,100,2,1,4,1,4,100,10000,0,0.9972,153,813,236,0,5
3380,10,100,2,1,4,2,1,100,10000,0,0.8903,161,815,231,0,5
3381,10,100,2,1,4,2,2,100,10000,0,0.7634,168,816,234,0,5
